municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria,,
Serranillos del Valle;01/03/2020 07:00;;0;;0;1408,,
Olmeda de las Fuentes;13/03/2020 07:00;;0;;0;1013,,
Bustarviejo;13/03/2020 07:00;;0;;0;0284,,
Becerril de la Sierra;13/03/2020 07:00;;70;;70;0186,,
Fuenlabrada;13/03/2020 07:00;68;35,11;68;35,11;587
Garganta de los Montes;13/03/2020 07:00;;0;;0;0626,,
Pinto;13/03/2020 07:00;12;22,85;12;22,85;1132
Alameda del Valle;13/03/2020 07:00;;0;;0;0035,,
Berzosa del Lozoya;13/03/2020 07:00;;0;;0;0203,,
Los Santos de la Humosa;13/03/2020 07:00;8;308,88;8;308,88;1375
El Álamo;13/03/2020 07:00;;31,68;;31,68;40
Pelayos de la Presa;13/03/2020 07:00;;0;;0;1090,,
Galapagar;13/03/2020 07:00;15;44,45;15;44,45;611
Griñón;13/03/2020 07:00;;9,69;;9,69;663
Gargantilla del Lozoya y Pinilla de Buitrago;13/03/2020 07:00;;0;;0;0632,,
Aldea del Fresno;13/03/2020 07:00;;35,24;;35,24;88
Carabaña;13/03/2020 07:00;;0;;0;0357,,
Talamanca de Jarama;13/03/2020 07:00;;51,85;;51,85;1454
Chapinería;13/03/2020 07:00;;85,91;;85,91;513
Ciempozuelos;13/03/2020 07:00;23;93,53;23;93,53;409
Ajalvir;13/03/2020 07:00;;0;;0;0029,,
San Lorenzo de El Escorial;13/03/2020 07:00;;10,89;;10,89;1317
Gascones;13/03/2020 07:00;;0;;0;0647,,
San Martín de la Vega;13/03/2020 07:00;;26,08;;26,08;1322
Móstoles;13/03/2020 07:00;45;21,51;45;21,51;920
Leganés;13/03/2020 07:00;36;18,96;36;18,96;745
Braojos;13/03/2020 07:00;;0;;0;0246,,
Cubas de la Sagra;13/03/2020 07:00;;0;;0;0506,,
Algete;13/03/2020 07:00;;14,56;;14,56;91
Mejorada del Campo;13/03/2020 07:00;;21,48;;21,48;843
Loeches;13/03/2020 07:00;;34,13;;34,13;758
Parla;13/03/2020 07:00;23;17,68;23;17,68;1065
Fuentidueña de Tajo;13/03/2020 07:00;;0;;0;0604,,
Ambite;13/03/2020 07:00;;0;;0;0112,,
Torremocha de Jarama;13/03/2020 07:00;;0;;0;1533,,
Anchuelo;13/03/2020 07:00;;78,68;;78,68;127
Los Molinos;13/03/2020 07:00;;45,57;;45,57;875
Soto del Real;13/03/2020 07:00;;11,36;;11,36;1441
Valverde de Alcalá;13/03/2020 07:00;;0;;0;1662,,
Fuente el Saz de Jarama;13/03/2020 07:00;;14,93;;14,93;590
Fresnedillas de la Oliva;08/03/2020 07:00;;0;;0;0565,,
Valdilecha;08/03/2020 07:00;;0;;0;1659,,
El Berrueco;08/03/2020 07:00;;0;;0;0210,,
Pezuela de las Torres;08/03/2020 07:00;;0;;0;1111,,
Villar del Olmo;08/03/2020 07:00;;0;;0;1795,,
Guadarrama;08/03/2020 07:00;;0;;0;0685,,
San Martín de Valdeiglesias;08/03/2020 07:00;;11,82;;11,82;1338
Torrelodones;08/03/2020 07:00;;8,43;;8,43;1527
Boadilla del Monte;08/03/2020 07:00;6;11;6;11;0225,,
Torrejón de Velasco;08/03/2020 07:00;;0;;0;1505,,
Villanueva de Perales;08/03/2020 07:00;;0;;0;1782,,
Tielmes;08/03/2020 07:00;;0;;0;1467,,
San Sebastián de los Reyes;08/03/2020 07:00;;0;;0;1343,,
Guadalix de la Sierra;08/03/2020 07:00;;0;;0;0679,,
Humanes de Madrid;08/03/2020 07:00;;0;;0;0730,,
Chinchón;08/03/2020 07:00;;0;;0;0528,,
Fresnedillas de la Oliva;13/03/2020 07:00;;0;;0;0565,,
Valdilecha;13/03/2020 07:00;;0;;0;1659,,
El Berrueco;13/03/2020 07:00;;0;;0;0210,,
Pezuela de las Torres;13/03/2020 07:00;;0;;0;1111,,
Villar del Olmo;13/03/2020 07:00;;0;;0;1795,,
Guadarrama;13/03/2020 07:00;;24,95;;24,95;685
San Martín de Valdeiglesias;13/03/2020 07:00;8;94,57;8;94,57;1338
Torrelodones;13/03/2020 07:00;8;33,73;8;33,73;1527
Boadilla del Monte;13/03/2020 07:00;19;34,82;19;34,82;225
Torrejón de Velasco;13/03/2020 07:00;;91,28;;91,28;1505
Villanueva de Perales;13/03/2020 07:00;;0;;0;1782,,
Tielmes;13/03/2020 07:00;;0;;0;1467,,
San Sebastián de los Reyes;13/03/2020 07:00;8;8,96;8;8,96;1343
Guadalix de la Sierra;13/03/2020 07:00;;0;;0;0679,,
Humanes de Madrid;13/03/2020 07:00;6;30,39;6;30,39;730
Chinchón;13/03/2020 07:00;;0;;0;0528,,
Cadalso de los Vidrios;13/03/2020 07:00;;0;;0;0318,,
Hoyo de Manzanares;13/03/2020 07:00;;11,86;;11,86;724
Torrejón de la Calzada;13/03/2020 07:00;;0;;0;1492,,
Estremera;13/03/2020 07:00;;0;;0;0552,,
Corpa;13/03/2020 07:00;;0;;0;0480,,
Meco;13/03/2020 07:00;12;83,89;12;83,89;838
Madarcos;13/03/2020 07:00;;0;;0;0783,,
Zarzalejo;13/03/2020 07:00;;0;;0;1837,,
Arganda del Rey;13/03/2020 07:00;8;14,44;8;14,44;148
Collado Mediano;13/03/2020 07:00;;28,74;;28,74;468
Daganzo de Arriba;13/03/2020 07:00;8;78,39;8;78,39;534
Manzanares El Real;13/03/2020 07:00;;0;;0;0822,,
Buitrago del Lozoya;13/03/2020 07:00;;0;;0;0278,,
Valdelaguna;13/03/2020 07:00;;0;;0;1570,,
Valdepiélagos;13/03/2020 07:00;;0;;0;1631,,
Casarrubuelos;13/03/2020 07:00;;0;;0;0360,,
Miraflores de la Sierra;13/03/2020 07:00;;32,74;;32,74;856
Paracuellos de Jarama;13/03/2020 07:00;8;31,66;8;31,66;1049
El Vellón;13/03/2020 07:00;;0;;0;1684,,
Lozoya;13/03/2020 07:00;;172,12;;172,12;761
Collado Villalba;13/03/2020 07:00;18;28,27;18;28,27;474
Colmenarejo;13/03/2020 07:00;;10,95;;10,95;442
Villavieja del Lozoya;13/03/2020 07:00;;0;;0;1821,,
Prádena del Rincón;13/03/2020 07:00;;0;;0;1179,,
La Cabrera;13/03/2020 07:00;;0;;0;0301,,
Sevilla la Nueva;13/03/2020 07:00;;21,46;;21,46;1415
La Acebeda;13/03/2020 07:00;;0;;0;0014,,
Redueña;13/03/2020 07:00;;0;;0;1219,,
Robledillo de la Jara;13/03/2020 07:00;;0;;0;1245,,
La Serna del Monte;13/03/2020 07:00;;0;;0;1381,,
Colmenar de Oreja;13/03/2020 07:00;;24,9;;24,9;437
Rozas de Puerto Real;13/03/2020 07:00;;0;;0;1283,,
Valdemanco;13/03/2020 07:00;;0;;0;1586,,
Brunete;13/03/2020 07:00;;9,31;;9,31;262
Titulcia;13/03/2020 07:00;;76,16;;76,16;1473
Villa del Prado;13/03/2020 07:00;;15,34;;15,34;1718
Lozoyuela-Navas-Sieteiglesias;13/03/2020 07:00;;0;;0;9015,,
Quijorna;13/03/2020 07:00;;0;;0;1198,,
Valdemoro;13/03/2020 07:00;221;290,85;221;290,85;1610
Tres Cantos;13/03/2020 07:00;7;14,67;7;14,67;9036
Torrelaguna;13/03/2020 07:00;;42,02;;42,02;1512
Rivas-Vaciamadrid;13/03/2020 07:00;23;26,09;23;26,09;1230
El Atazar;13/03/2020 07:00;;0;;0;0164,,
Pedrezuela;13/03/2020 07:00;;0;;0;1087,,
Santa María de la Alameda;13/03/2020 07:00;;0;;0;1356,,
Horcajuelo de la Sierra;13/03/2020 07:00;;0;;0;0719,,
Arroyomolinos;13/03/2020 07:00;;9,56;;9,56;151
Moralzarzal;13/03/2020 07:00;;15,35;;15,35;908
Canencia;13/03/2020 07:00;;0;;0;0344,,
Villarejo de Salvanés;13/03/2020 07:00;;13,63;;13,63;1809
Serranillos del Valle;13/03/2020 07:00;;48,02;;48,02;1408
Villaviciosa de Odón;13/03/2020 07:00;;10,78;;10,78;1816
Camarma de Esteruelas;13/03/2020 07:00;;13,63;;13,63;323
Robledo de Chavela;13/03/2020 07:00;;0;;0;1258,,
Patones;13/03/2020 07:00;;0;;0;1071,,
Navalagamella;13/03/2020 07:00;;76,63;;76,63;954
Rascafría;13/03/2020 07:00;;0;;0;1202,,
El Boalo;13/03/2020 07:00;;13,32;;13,32;231
Majadahonda;13/03/2020 07:00;28;38,98;28;38,98;800
Batres;13/03/2020 07:00;;59,38;;59,38;170
Alcobendas;13/03/2020 07:00;21;17,94;22;18,8;66
Alcalá de Henares;13/03/2020 07:00;185;94,56;185;94,56;53
Colmenar Viejo;13/03/2020 07:00;9;17,73;9;17,73;455
San Fernando de Henares;13/03/2020 07:00;11;27,9;11;27,9;1300
Villalbilla;13/03/2020 07:00;10;72,06;10;72,06;1723
El Escorial;13/03/2020 07:00;;6,19;;6,19;549
Colmenar del Arroyo;13/03/2020 07:00;;0;;0;0421,,
Torrejón de Ardoz;13/03/2020 07:00;129;98,19;131;99,71;1489
Piñuécar-Gandullas;13/03/2020 07:00;;0;;0;1147,,
Brea de Tajo;13/03/2020 07:00;;0;;0;0259,,
El Molar;13/03/2020 07:00;;11,19;;11,19;869
Belmonte de Tajo;13/03/2020 07:00;;0;;0;0199,,
Torres de la Alameda;13/03/2020 07:00;;38,57;;38,57;1548
Somosierra;13/03/2020 07:00;;0;;0;1436,,
Alpedrete;13/03/2020 07:00;8;54,89;8;54,89;105
Orusco de Tajuña;13/03/2020 07:00;;0;;0;1028,,
La Hiruela;13/03/2020 07:00;;0;;0;0698,,
Cervera de Buitrago;13/03/2020 07:00;;0;;0;0395,,
Getafe;13/03/2020 07:00;34;18,54;34;18,54;650
Ribatejada;13/03/2020 07:00;;0;;0;1224,,
Villaconejos;13/03/2020 07:00;;29,52;;29,52;1701
Valdetorres de Jarama;13/03/2020 07:00;;0;;0;1646,,
Madrid-Retiro;12/03/2020 07:00;73;61,18;73;61,18;79603
Madrid-Salamanca;12/03/2020 07:00;41;28,06;41;28,06;79604
Madrid-Centro;12/03/2020 07:00;43;31,89;44;32,63;79601
Madrid-Arganzuela;12/03/2020 07:00;28;18,21;28;18,21;79602
Madrid-Chamartin;12/03/2020 07:00;53;36,34;53;36,34;79605
Madrid-Tetuan;12/03/2020 07:00;109;68,98;110;69,61;79606
Madrid-Chamberi;12/03/2020 07:00;45;32,29;45;32,29;79607
Madrid-Fuencarral-El Pardo;12/03/2020 07:00;113;45,95;113;45,95;79608
Madrid-Moncloa-Aravaca;12/03/2020 07:00;33;27,63;33;27,63;79609
Madrid-Latina;12/03/2020 07:00;105;44,08;105;44,08;79610
Madrid-Carabanchel;12/03/2020 07:00;63;24,89;63;24,89;79611
Madrid-Usera;12/03/2020 07:00;16;11,45;16;11,45;79612
Madrid-Puente de Vallecas;12/03/2020 07:00;102;43,43;102;43,43;79613
Madrid-San Blas - Canillejas;12/03/2020 07:00;37;23,4;37;23,4;79620
Madrid-Barajas;12/03/2020 07:00;14;28,6;14;28,6;79621
Madrid-Moratalaz;12/03/2020 07:00;34;35,95;34;35,95;79614
Madrid-Ciudad Lineal;12/03/2020 07:00;48;22,19;48;22,19;79615
Madrid-Hortaleza;12/03/2020 07:00;30;15,94;30;15,94;79616
Madrid-Villaverde;12/03/2020 07:00;50;33,57;50;33,57;79617
Madrid-Villa de Vallecas;12/03/2020 07:00;57;51,65;57;51,65;79618
Madrid-Vicalvaro;12/03/2020 07:00;21;29,13;21;29,13;79619
Pozuelo de Alarcón;12/03/2020 07:00;30;34,71;31;35,87;1150
Alcorcón;12/03/2020 07:00;25;14,66;25;14,66;72
Navalcarnero;12/03/2020 07:00;13;44,37;13;44,37;967
San Agustín del Guadalix;12/03/2020 07:00;;22,42;;22,42;1296
Las Rozas de Madrid;12/03/2020 07:00;20;20,87;20;20,87;1277
Moraleja de Enmedio;12/03/2020 07:00;;19,47;;19,47;894
Valdaracete;12/03/2020 07:00;;0;;0;1551,,
Pozuelo del Rey;12/03/2020 07:00;;0;;0;1163,,
Puebla de la Sierra;12/03/2020 07:00;;0;;0;1185,,
Perales de Tajuña;12/03/2020 07:00;;0;;0;1104,,
Valdemorillo;12/03/2020 07:00;;0;;0;1603,,
Navalafuente;12/03/2020 07:00;;0;;0;0941,,
Velilla de San Antonio;12/03/2020 07:00;;16,35;;16,35;1678
Villanueva de la Cañada;12/03/2020 07:00;;18,65;;18,65;1760
Villanueva del Pardillo;12/03/2020 07:00;;17,46;;17,46;1776
Nuevo Baztán;12/03/2020 07:00;;31,87;;31,87;1006
Villamantilla;12/03/2020 07:00;;208,19;;208,19;1757
Villamanta;12/03/2020 07:00;;0;;0;1744,,
Cabanillas de la Sierra;12/03/2020 07:00;;0;;0;0297,,
Cenicientos;12/03/2020 07:00;;0;;0;0376,,
Puentes Viejas;12/03/2020 07:00;;0;;0;9020,,
Aranjuez;12/03/2020 07:00;12;20,13;12;20,13;133
Cercedilla;12/03/2020 07:00;;14,23;;14,23;382
Santorcaz;12/03/2020 07:00;;225,73;;225,73;1369
Coslada;12/03/2020 07:00;29;35,51;29;35,51;493
Morata de Tajuña;12/03/2020 07:00;28;364,44;28;364,44;915
Robregordo;12/03/2020 07:00;;0;;0;1261,,
Navarredonda y San Mamés;12/03/2020 07:00;;0;;0;0973,,
Venturada;12/03/2020 07:00;;0;;0;1697,,
Navacerrada;12/03/2020 07:00;;0;;0;0936,,
Montejo de la Sierra;12/03/2020 07:00;;0;;0;0881,,
Olmeda de las Fuentes;12/03/2020 07:00;;0;;0;1013,,
Bustarviejo;12/03/2020 07:00;;0;;0;0284,,
Becerril de la Sierra;12/03/2020 07:00;;35;;35;0186,,
Fuenlabrada;12/03/2020 07:00;57;29,43;57;29,43;587
Garganta de los Montes;12/03/2020 07:00;;0;;0;0626,,
Pinto;12/03/2020 07:00;11;20,94;11;20,94;1132
Alameda del Valle;12/03/2020 07:00;;0;;0;0035,,
Berzosa del Lozoya;12/03/2020 07:00;;0;;0;0203,,
Los Santos de la Humosa;12/03/2020 07:00;8;308,88;8;308,88;1375
El Álamo;12/03/2020 07:00;;21,12;;21,12;40
Pelayos de la Presa;12/03/2020 07:00;;0;;0;1090,,
Galapagar;12/03/2020 07:00;11;32,6;11;32,6;611
Griñón;12/03/2020 07:00;;9,69;;9,69;663
Gargantilla del Lozoya y Pinilla de Buitrago;12/03/2020 07:00;;0;;0;0632,,
Aldea del Fresno;12/03/2020 07:00;;0;;0;0088,,
Alcorcón;08/03/2020 07:00;7;4,11;7;4,11;72
Navalcarnero;08/03/2020 07:00;;6,83;;6,83;967
San Agustín del Guadalix;08/03/2020 07:00;;22,42;;22,42;1296
Las Rozas de Madrid;08/03/2020 07:00;6;6,26;6;6,26;1277
Moraleja de Enmedio;08/03/2020 07:00;;0;;0;0894,,
Valdaracete;08/03/2020 07:00;;0;;0;1551,,
Pozuelo del Rey;08/03/2020 07:00;;0;;0;1163,,
Puebla de la Sierra;08/03/2020 07:00;;0;;0;1185,,
Horcajo de la Sierra-Aoslos;12/03/2020 07:00;;689,66;;689,66;702
Valdeolmos-Alalpardo;12/03/2020 07:00;;0;;0;1625,,
Campo Real;12/03/2020 07:00;;0;;0;0339,,
Valdeavero;12/03/2020 07:00;;0;;0;1564,,
Villamanrique de Tajo;12/03/2020 07:00;;0;;0;1739,,
Cobeña;12/03/2020 07:00;;0;;0;0416,,
Fresnedillas de la Oliva;12/03/2020 07:00;;0;;0;0565,,
Valdilecha;12/03/2020 07:00;;0;;0;1659,,
El Berrueco;12/03/2020 07:00;;0;;0;0210,,
Pezuela de las Torres;12/03/2020 07:00;;0;;0;1111,,
Villar del Olmo;12/03/2020 07:00;;0;;0;1795,,
Guadarrama;12/03/2020 07:00;;24,95;;24,95;685
San Martín de Valdeiglesias;12/03/2020 07:00;7;82,75;7;82,75;1338
Torrelodones;12/03/2020 07:00;;21,08;;21,08;1527
Boadilla del Monte;12/03/2020 07:00;17;31,15;17;31,15;225
Torrejón de Velasco;12/03/2020 07:00;;22,82;;22,82;1505
Villanueva de Perales;12/03/2020 07:00;;0;;0;1782,,
Tielmes;12/03/2020 07:00;;0;;0;1467,,
San Sebastián de los Reyes;12/03/2020 07:00;7;7,84;7;7,84;1343
Guadalix de la Sierra;12/03/2020 07:00;;0;;0;0679,,
Humanes de Madrid;12/03/2020 07:00;;20,26;;20,26;730
Chinchón;12/03/2020 07:00;;0;;0;0528,,
Cadalso de los Vidrios;12/03/2020 07:00;;0;;0;0318,,
Hoyo de Manzanares;12/03/2020 07:00;;11,86;;11,86;724
Torrejón de la Calzada;12/03/2020 07:00;;0;;0;1492,,
Estremera;12/03/2020 07:00;;0;;0;0552,,
Corpa;12/03/2020 07:00;;0;;0;0480,,
Meco;12/03/2020 07:00;12;83,89;12;83,89;838
Madarcos;12/03/2020 07:00;;0;;0;0783,,
Zarzalejo;12/03/2020 07:00;;0;;0;1837,,
Arganda del Rey;12/03/2020 07:00;8;14,44;8;14,44;148
Collado Mediano;12/03/2020 07:00;;0;;0;0468,,
Daganzo de Arriba;12/03/2020 07:00;8;78,39;8;78,39;534
Manzanares El Real;12/03/2020 07:00;;0;;0;0822,,
Buitrago del Lozoya;12/03/2020 07:00;;0;;0;0278,,
Valdelaguna;12/03/2020 07:00;;0;;0;1570,,
Valdepiélagos;12/03/2020 07:00;;0;;0;1631,,
Casarrubuelos;12/03/2020 07:00;;0;;0;0360,,
Miraflores de la Sierra;12/03/2020 07:00;;32,74;;32,74;856
Paracuellos de Jarama;12/03/2020 07:00;8;31,66;8;31,66;1049
El Vellón;12/03/2020 07:00;;0;;0;1684,,
Lozoya;12/03/2020 07:00;;172,12;;172,12;761
Collado Villalba;12/03/2020 07:00;11;17,27;11;17,27;474
Colmenarejo;12/03/2020 07:00;;10,95;;10,95;442
Villavieja del Lozoya;12/03/2020 07:00;;0;;0;1821,,
Prádena del Rincón;12/03/2020 07:00;;0;;0;1179,,
La Cabrera;12/03/2020 07:00;;0;;0;0301,,
Sevilla la Nueva;12/03/2020 07:00;;0;;0;1415,,
La Acebeda;12/03/2020 07:00;;0;;0;0014,,
Redueña;12/03/2020 07:00;;0;;0;1219,,
Robledillo de la Jara;12/03/2020 07:00;;0;;0;1245,,
Titulcia;07/03/2020 07:00;;0;;0;1473,,
Villa del Prado;07/03/2020 07:00;;0;;0;1718,,
Lozoyuela-Navas-Sieteiglesias;07/03/2020 07:00;;0;;0;9015,,
Quijorna;07/03/2020 07:00;;0;;0;1198,,
Valdemoro;07/03/2020 07:00;55;72,38;55;72,38;1610
Tres Cantos;07/03/2020 07:00;;0;;0;9036,,
Torrelaguna;07/03/2020 07:00;;0;;0;1512,,
Rivas-Vaciamadrid;07/03/2020 07:00;;2,27;;2,27;1230
El Atazar;07/03/2020 07:00;;0;;0;0164,,
Pedrezuela;07/03/2020 07:00;;0;;0;1087,,
Santa María de la Alameda;07/03/2020 07:00;;0;;0;1356,,
Horcajuelo de la Sierra;07/03/2020 07:00;;0;;0;0719,,
Arroyomolinos;07/03/2020 07:00;;0;;0;0151,,
Moralzarzal;07/03/2020 07:00;;0;;0;0908,,
Canencia;07/03/2020 07:00;;0;;0;0344,,
Villarejo de Salvanés;07/03/2020 07:00;;0;;0;1809,,
Serranillos del Valle;07/03/2020 07:00;;0;;0;1408,,
Villaviciosa de Odón;07/03/2020 07:00;;0;;0;1816,,
Camarma de Esteruelas;07/03/2020 07:00;;0;;0;0323,,
Robledo de Chavela;07/03/2020 07:00;;0;;0;1258,,
Patones;07/03/2020 07:00;;0;;0;1071,,
Navalagamella;07/03/2020 07:00;;0;;0;0954,,
Rascafría;07/03/2020 07:00;;0;;0;1202,,
El Boalo;07/03/2020 07:00;;0;;0;0231,,
Majadahonda;07/03/2020 07:00;;6,96;;6,96;800
Batres;07/03/2020 07:00;;59,38;;59,38;170
Alcobendas;07/03/2020 07:00;;2,56;;2,56;66
Alcalá de Henares;07/03/2020 07:00;39;19,93;39;19,93;53
Horcajuelo de la Sierra;12/03/2020 07:00;;0;;0;0719,,
Arroyomolinos;12/03/2020 07:00;;6,37;;6,37;151
Moralzarzal;12/03/2020 07:00;;0;;0;0908,,
Canencia;12/03/2020 07:00;;0;;0;0344,,
Villarejo de Salvanés;12/03/2020 07:00;;13,63;;13,63;1809
Serranillos del Valle;12/03/2020 07:00;;48,02;;48,02;1408
Villaviciosa de Odón;12/03/2020 07:00;;10,78;;10,78;1816
Camarma de Esteruelas;12/03/2020 07:00;;13,63;;13,63;323
Robledo de Chavela;12/03/2020 07:00;;0;;0;1258,,
Patones;12/03/2020 07:00;;0;;0;1071,,
Navalagamella;12/03/2020 07:00;;76,63;;76,63;954
Rascafría;12/03/2020 07:00;;0;;0;1202,,
El Boalo;12/03/2020 07:00;;0;;0;0231,,
Majadahonda;12/03/2020 07:00;20;27,85;20;27,85;800
Batres;12/03/2020 07:00;;59,38;;59,38;170
Alcobendas;12/03/2020 07:00;16;13,67;16;13,67;66
Alcalá de Henares;12/03/2020 07:00;181;92,51;181;92,51;53
Colmenar Viejo;12/03/2020 07:00;8;15,76;8;15,76;455
San Fernando de Henares;12/03/2020 07:00;9;22,82;9;22,82;1300
Villalbilla;12/03/2020 07:00;10;72,06;10;72,06;1723
El Escorial;12/03/2020 07:00;;0;;0;0549,,
Colmenar del Arroyo;12/03/2020 07:00;;0;;0;0421,,
Torrejón de Ardoz;12/03/2020 07:00;127;96,67;129;98,19;1489
Piñuécar-Gandullas;12/03/2020 07:00;;0;;0;1147,,
Brea de Tajo;12/03/2020 07:00;;0;;0;0259,,
El Molar;12/03/2020 07:00;;11,19;;11,19;869
Belmonte de Tajo;12/03/2020 07:00;;0;;0;0199,,
Torres de la Alameda;12/03/2020 07:00;;38,57;;38,57;1548
Somosierra;12/03/2020 07:00;;0;;0;1436,,
Alpedrete;12/03/2020 07:00;;34,31;;34,31;105
Orusco de Tajuña;12/03/2020 07:00;;0;;0;1028,,
La Hiruela;12/03/2020 07:00;;0;;0;0698,,
Cervera de Buitrago;12/03/2020 07:00;;0;;0;0395,,
Getafe;12/03/2020 07:00;30;16,36;30;16,36;650
Ribatejada;12/03/2020 07:00;;0;;0;1224,,
Villaconejos;12/03/2020 07:00;;29,52;;29,52;1701
Valdetorres de Jarama;12/03/2020 07:00;;0;;0;1646,,
Madrid-Retiro;11/03/2020 07:00;51;42,74;51;42,74;79603
Madrid-Salamanca;11/03/2020 07:00;32;21,9;32;21,9;79604
Madrid-Centro;11/03/2020 07:00;30;22,25;30;22,25;79601
Madrid-Arganzuela;11/03/2020 07:00;16;10,4;16;10,4;79602
Madrid-Chamartin;11/03/2020 07:00;40;27,43;40;27,43;79605
Madrid-Tetuan;11/03/2020 07:00;73;46,2;73;46,2;79606
Madrid-Chamberi;11/03/2020 07:00;30;21,52;30;21,52;79607
Madrid-Fuencarral-El Pardo;11/03/2020 07:00;72;29,28;72;29,28;79608
Madrid-Moncloa-Aravaca;11/03/2020 07:00;18;15,07;18;15,07;79609
Madrid-Latina;11/03/2020 07:00;79;33,16;79;33,16;79610
Madrid-Carabanchel;11/03/2020 07:00;47;18,57;47;18,57;79611
Madrid-Usera;11/03/2020 07:00;9;6,44;9;6,44;79612
Madrid-Puente de Vallecas;11/03/2020 07:00;74;31,51;74;31,51;79613
Madrid-San Blas - Canillejas;11/03/2020 07:00;24;15,18;24;15,18;79620
Madrid-Barajas;11/03/2020 07:00;10;20,43;10;20,43;79621
Madrid-Moratalaz;11/03/2020 07:00;25;26,44;25;26,44;79614
Madrid-Ciudad Lineal;11/03/2020 07:00;26;12,02;26;12,02;79615
Madrid-Hortaleza;11/03/2020 07:00;19;10,1;19;10,1;79616
Madrid-Villaverde;11/03/2020 07:00;34;22,83;34;22,83;79617
Madrid-Villa de Vallecas;11/03/2020 07:00;45;40,77;45;40,77;79618
Madrid-Vicalvaro;11/03/2020 07:00;12;16,65;12;16,65;79619
Pozuelo de Alarcón;11/03/2020 07:00;20;23,14;21;24,3;1150
Alcorcón;11/03/2020 07:00;18;10,56;18;10,56;72
Navalcarnero;11/03/2020 07:00;9;30,72;9;30,72;967
San Agustín del Guadalix;11/03/2020 07:00;;22,42;;22,42;1296
Las Rozas de Madrid;11/03/2020 07:00;12;12,52;12;12,52;1277
Moraleja de Enmedio;11/03/2020 07:00;;0;;0;0894,,
Valdaracete;11/03/2020 07:00;;0;;0;1551,,
Pozuelo del Rey;11/03/2020 07:00;;0;;0;1163,,
Puebla de la Sierra;11/03/2020 07:00;;0;;0;1185,,
Perales de Tajuña;11/03/2020 07:00;;0;;0;1104,,
Valdemorillo;11/03/2020 07:00;;0;;0;1603,,
Navalafuente;11/03/2020 07:00;;0;;0;0941,,
Velilla de San Antonio;11/03/2020 07:00;;8,17;;8,17;1678
Villanueva de la Cañada;11/03/2020 07:00;;18,65;;18,65;1760
